employee_id,first_name,last_name,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,overtime
00-65157243,Anahi,Sachar,Male,Maharashtra,Nagpur,High School,3/9/1990,10/21/2019,,Customer Service,Customer Service Representative,370472,Good,No
00-71516755,Shlok,Doshi,Male,Maharashtra,Mumbai,High School,5/12/1996,11/1/2020,,Customer Service,Customer Service Representative,237687,Needs Improvement,Yes
00-37683464,Lavanya,Gade,Male,Maharashtra,Pune,Master,7/18/1999,12/1/2019,,Operations,Operations Analyst,644872,Good,Yes
00-81567304,Anaya,Kumer,Female,Madhya Pradesh,Bhopal,Bachelor,12/10/1978,6/27/2016,,Finance,Accounts Payable Specialist,295656,Good,Yes
00-88420719,Tanya,Viswanathan,Female,Madhya Pradesh,Bhopal,Bachelor,6/8/2001,11/2/2020,,Operations,Logistics Coordinator,421458,Good,No
00-52417781,Khushi,Saran,Female,Maharashtra,Nagpur,High School,1/11/1980,7/23/2015,,Operations,Inventory Specialist,430535,Good,No
00-98970427,Pihu,Ramakrishnan,Female,Maharashtra,Pune,Bachelor,5/2/1988,8/7/2021,,Marketing,Content Creator,503079,Satisfactory,No
00-53844504,Vedika,Mangat,Male,Madhya Pradesh,Gwalior,Bachelor,7/2/1970,2/20/2024,,Operations,Inventory Specialist,273179,Good,Yes
00-14214307,Shayak,Bath,Male,Rajasthan,Udaipur,Bachelor,1/28/1965,9/9/2017,,IT,Software Developer,1157040,Satisfactory,Yes
00-15245835,Shlok,Lata,Male,Maharashtra,Mumbai,Master,12/30/1979,7/8/2019,,IT,Software Developer,501092,Satisfactory,Yes
00-90776162,Mohanlal,Balay,Female,Madhya Pradesh,Gwalior,Bachelor,7/25/1979,4/2/2023,,Finance,Accounts Payable Specialist,321426,Satisfactory,No
00-83063326,Priyansh,Deshmukh,Female,Maharashtra,Mumbai,High School,2/17/1987,11/15/2017,,IT,IT Support Specialist,265845,Good,No
00-43911809,Kimaya,Kunda,Male,Maharashtra,Nagpur,Bachelor,12/16/1975,3/24/2018,,Marketing,Content Creator,387059,Excellent,No
00-39721110,Samarth,Dar,Female,Maharashtra,Nagpur,Bachelor,2/8/2000,7/26/2015,,Operations,Logistics Coordinator,466728,Needs Improvement,Yes
00-84563921,Stuvan,Dua,Female,Maharashtra,Nagpur,Bachelor,7/29/1995,3/11/2017,,Finance,Accounts Payable Specialist,505041,Satisfactory,No
00-15522926,Shamik,Lad,Female,Madhya Pradesh,Bhopal,Bachelor,10/18/1989,9/4/2018,,Operations,Logistics Coordinator,420038,Needs Improvement,No
00-82592611,Ranbir,Deo,Female,Maharashtra,Mumbai,Bachelor,11/19/1993,8/6/2020,,Operations,Operations Analyst,482510,Good,Yes
00-73582537,Oorja,Sahni,Male,Maharashtra,Mumbai,Master,8/14/1987,3/10/2017,,Operations,Operations Analyst,493821,Good,No
00-84266992,Manjari,Walia,Female,Maharashtra,Pune,Bachelor,6/2/1985,10/14/2018,,IT,System Administrator,401938,Good,No
00-30049084,Zaina,Solanki,Female,Maharashtra,Pune,High School,4/10/1994,9/8/2024,,Marketing,Content Creator,397440,Excellent,No
00-59735453,Kanav,Sankar,Male,Maharashtra,Nagpur,PhD,8/20/1986,9/7/2024,,Sales,Sales Specialist,375249,Needs Improvement,No
00-38568789,Riya,Madan,Female,Maharashtra,Nagpur,Bachelor,1/9/1980,7/21/2015,,Operations,Logistics Coordinator,451890,Satisfactory,No
00-62395558,Lagan,Sur,Male,Maharashtra,Nagpur,High School,4/1/2000,6/18/2022,,Marketing,SEO Specialist,541251,Satisfactory,Yes
00-89480231,Elakshi,Chadha,Male,Maharashtra,Nagpur,Bachelor,5/21/1976,2/12/2023,,Operations,Logistics Coordinator,366657,Good,No
00-96577053,Samaira,Vora,Female,Maharashtra,Mumbai,Bachelor,6/2/1996,4/17/2017,,Operations,Logistics Coordinator,334824,Good,No
00-49296782,Nishith,Chauhan,Female,Maharashtra,Pune,Bachelor,1/16/1991,8/6/2016,,IT,Software Developer,637124,Satisfactory,Yes
00-85877745,Myra,Thakur,Female,Maharashtra,Pune,Bachelor,12/19/1997,5/3/2017,,Customer Service,Help Desk Technician,511289,Satisfactory,Yes
00-99250285,Neelofar,Tailor,Female,Maharashtra,Pune,Bachelor,6/17/1966,6/30/2023,,Marketing,Content Creator,512044,Needs Improvement,No
00-70240339,Nirvaan,Hayre,Female,Gujarat,Vadodara,Bachelor,4/7/1977,6/25/2020,,Marketing,Marketing Coordinator,415171,Excellent,No
00-74404694,Purab,Mander,Female,Maharashtra,Pune,Master,6/9/1977,6/16/2024,,Sales,Sales Consultant,620713,Satisfactory,No
00-25879991,Shlok,Bora,Female,Maharashtra,Pune,Bachelor,11/23/1974,4/2/2020,,IT,Software Developer,581817,Satisfactory,No
00-96266975,Devansh,Date,Male,Maharashtra,Nagpur,Master,8/9/1973,2/15/2023,,Finance,Financial Analyst,685515,Satisfactory,Yes
00-94694525,Uthkarsh,Talwar,Male,Maharashtra,Mumbai,Bachelor,3/16/1976,7/20/2022,,Customer Service,Support Specialist,279696,Good,No
00-26492036,Vihaan,Agarwal,Male,Maharashtra,Nagpur,High School,1/26/1986,1/25/2015,,Operations,Inventory Specialist,226685,Good,No
00-50670131,Zoya,Datta,Male,Karnataka,Mangaluru,High School,2/11/1965,12/4/2024,,Customer Service,Customer Service Representative,389591,Good,No
00-90725652,Amani,Maharaj,Female,Maharashtra,Mumbai,High School,12/19/1992,8/1/2020,,Customer Service,Support Specialist,217038,Satisfactory,Yes
00-74954396,Raghav,Kumer,Male,Gujarat,Vadodara,High School,9/26/1993,7/26/2017,,Customer Service,Help Desk Technician,323506,Good,No
00-84977524,Kiaan,Deol,Female,Maharashtra,Pune,Bachelor,10/8/1980,1/19/2023,,IT,Software Developer,793024,Satisfactory,Yes
00-60227662,Aaryahi,Ratti,Male,Maharashtra,Pune,Bachelor,4/18/1965,12/24/2017,,Customer Service,Help Desk Technician,600551,Good,No
00-29027158,Kimaya,Bhagat,Female,Gujarat,Ahmedabad,Bachelor,1/30/1972,6/23/2023,,Operations,Operations Manager,1329227,Excellent,No
00-53433833,Vidur,Dugar,Female,Madhya Pradesh,Bhopal,Master,11/11/1978,2/13/2024,,Sales,Sales Specialist,591278,Good,No
00-68544156,Jivin,Bhat,Female,Maharashtra,Mumbai,Bachelor,10/25/1987,5/12/2023,,Customer Service,Support Specialist,392580,Satisfactory,No
00-67105644,Zaina,Bala,Male,Maharashtra,Nagpur,Bachelor,10/8/1977,1/15/2022,,IT,System Administrator,448493,Satisfactory,Yes
00-34266570,Darshit,Dewan,Male,Gujarat,Ahmedabad,Bachelor,2/28/1991,2/9/2016,,Finance,Accountant,631040,Satisfactory,No
00-41663551,Heer,Desai,Male,Bihar,Patna,Bachelor,3/8/1995,2/16/2017,,Marketing,Content Creator,574797,Satisfactory,No
00-98571153,Divit,Sharaf,Female,Bihar,Patna,High School,9/16/1971,9/7/2017,,HR,Recruiter,430041,Satisfactory,No
00-76961753,Lagan,Bahri,Male,Maharashtra,Mumbai,Bachelor,2/18/1992,11/21/2018,,HR,HR Assistant,347343,Excellent,No
00-82636467,Jiya,Balan,Female,Maharashtra,Nagpur,Bachelor,4/5/1989,1/4/2017,,Operations,Logistics Coordinator,542000,Good,Yes
00-90166601,Shayak,Ratta,Male,Maharashtra,Pune,High School,8/15/1982,9/19/2017,,Operations,Inventory Specialist,280587,Satisfactory,No
00-32913980,Raunak,Kale,Male,Maharashtra,Pune,Bachelor,10/7/1989,3/28/2016,,Finance,Accountant,504298,Excellent,No
00-40229076,Madhup,Ranganathan,Female,Madhya Pradesh,Gwalior,High School,8/31/1985,8/8/2018,,HR,Recruiter,461906,Good,Yes
00-20983796,Suhana,Deol,Female,Maharashtra,Mumbai,Bachelor,7/30/2000,12/4/2024,,Customer Service,Customer Service Representative,311659,Good,No
00-56667256,Sumer,Trivedi,Female,Maharashtra,Pune,High School,9/19/1974,3/28/2017,,Operations,Inventory Specialist,269936,Good,No
00-89984645,Akarsh,Malhotra,Female,Maharashtra,Nagpur,Bachelor,5/26/2000,8/1/2016,,Sales,Sales Representative,463415,Good,No
00-62933653,Tarini,Choudhary,Male,Karnataka,Mangaluru,Master,5/19/1997,3/3/2016,,IT,Software Developer,789696,Satisfactory,No
00-19125390,Veer,Chaudry,Male,Maharashtra,Nagpur,High School,11/22/1989,7/16/2024,,Customer Service,Help Desk Technician,330722,Satisfactory,No
00-95911762,Advik,Buch,Female,Maharashtra,Pune,PhD,9/26/1961,2/3/2017,,Sales,Sales Specialist,522608,Good,No
00-31079288,Seher,Rana,Male,Maharashtra,Mumbai,Bachelor,10/25/1970,12/23/2019,,Operations,Operations Analyst,448924,Good,No
00-96239997,Purab,Tailor,Male,Madhya Pradesh,Indore,PhD,4/10/1966,6/26/2020,,Sales,Sales Specialist,357096,Satisfactory,No
00-56507120,Divit,Dasgupta,Male,Karnataka,Mysuru,Bachelor,4/16/1981,11/4/2020,,Customer Service,Help Desk Technician,477651,Excellent,Yes
00-53114614,Madhup,Dara,Female,Maharashtra,Mumbai,Bachelor,5/22/1982,6/16/2020,,Sales,Sales Specialist,508272,Excellent,No
00-88444347,Ivan,Walla,Male,Madhya Pradesh,Bhopal,Master,11/11/1994,3/5/2022,,HR,HR Coordinator,481678,Good,No
00-56476289,Madhup,Dey,Female,Maharashtra,Nagpur,Bachelor,1/11/1997,2/9/2017,,IT,System Administrator,793176,Needs Improvement,No
00-64503164,Nakul,Sampath,Female,Maharashtra,Mumbai,Bachelor,11/3/1988,4/22/2016,,Operations,Operations Analyst,666840,Satisfactory,No
00-75666498,Kavya,Vasa,Female,Rajasthan,Jodhpur,Bachelor,4/8/1990,8/7/2018,,Operations,Operations Analyst,446022,Good,No
00-18933547,Veer,Kapoor,Female,Maharashtra,Mumbai,PhD,10/7/1976,3/18/2016,,Sales,Sales Specialist,700146,Needs Improvement,No
00-95460732,Divyansh,Vaidya,Male,Maharashtra,Mumbai,PhD,7/19/1975,1/30/2015,,Sales,Sales Specialist,333926,Satisfactory,Yes
00-22448176,Riya,Kapadia,Male,Madhya Pradesh,Gwalior,Bachelor,10/28/1993,6/11/2017,,Sales,Sales Representative,415912,Good,No
00-46137452,Seher,Wali,Female,Maharashtra,Pune,Master,1/22/1975,5/20/2019,,Operations,Operations Analyst,388485,Good,Yes
00-38833181,Mannat,Sheth,Male,Madhya Pradesh,Indore,High School,8/27/2002,5/19/2018,,Operations,Inventory Specialist,304653,Good,Yes
00-68835737,Hrishita,Singhal,Male,Gujarat,Ahmedabad,Bachelor,1/1/2001,4/9/2023,,Operations,Operations Analyst,435025,Good,Yes
00-49701147,Pari,Korpal,Female,Maharashtra,Pune,Master,3/11/2001,6/8/2016,,IT,Software Developer,740903,Good,No
00-57836153,Eshani,Garg,Male,Gujarat,Vadodara,PhD,6/19/1962,4/27/2020,,Finance,Financial Analyst,942628,Satisfactory,Yes
00-86648532,Charvi,Kulkarni,Female,Maharashtra,Nagpur,PhD,3/1/1965,8/13/2019,,Customer Service,Customer Service Manager,1094710,Good,No
00-90937930,Ahana ,Raman,Male,Maharashtra,Mumbai,PhD,4/16/1971,3/16/2017,,Sales,Sales Consultant,562151,Satisfactory,No
00-75542595,Hridaan,Sarraf,Male,Maharashtra,Mumbai,Bachelor,11/22/1972,1/29/2020,,Operations,Inventory Specialist,257811,Good,No
00-36204095,Rasha,Sanghvi,Female,Maharashtra,Nagpur,High School,12/3/2000,5/17/2016,,Customer Service,Customer Service Representative,279432,Good,No
00-21159651,Vedika,Jaggi,Female,Maharashtra,Nagpur,High School,1/11/1983,3/17/2023,,IT,IT Support Specialist,313929,Good,No
00-36983030,Saksham,Goda,Female,Maharashtra,Mumbai,Bachelor,7/26/1988,5/28/2017,,Sales,Sales Representative,400947,Needs Improvement,No
00-90648127,Nishith,Sehgal,Female,Uttar Pradesh,Kanpur,High School,6/29/1982,4/16/2024,,IT,IT Support Specialist,353877,Excellent,No
00-78850990,Mehul,Gupta,Female,Maharashtra,Nagpur,Master,9/23/1994,8/7/2019,,IT,System Administrator,856055,Good,No
00-84734631,Anaya,Arora,Female,Maharashtra,Mumbai,Bachelor,8/14/1992,9/7/2016,,Customer Service,Customer Service Representative,366019,Excellent,No
00-82921170,Jivika,Dara,Male,Madhya Pradesh,Bhopal,PhD,9/10/1979,8/23/2019,,Finance,Financial Analyst,924346,Good,Yes
00-84470967,Chirag,Kara,Male,Maharashtra,Nagpur,High School,10/30/1992,9/17/2019,,Marketing,SEO Specialist,754340,Needs Improvement,No
00-18401342,Akarsh,Hayer,Male,Maharashtra,Pune,High School,10/10/1977,7/28/2018,,Marketing,SEO Specialist,490708,Satisfactory,No
00-51034327,Taran,Halder,Male,Maharashtra,Nagpur,Bachelor,7/21/1962,1/8/2019,,Marketing,Marketing Coordinator,478589,Good,No
00-53947932,Adira,Sengupta,Male,Rajasthan,Jodhpur,Master,11/4/1960,6/12/2022,,IT,System Administrator,633736,Needs Improvement,No
00-78700401,Aarna,Basu,Male,Maharashtra,Nagpur,Bachelor,7/6/1982,6/8/2016,,Sales,Sales Consultant,789920,Satisfactory,No
00-24412290,Stuvan,Contractor,Female,Uttar Pradesh,Kanpur,Bachelor,12/9/1985,4/8/2018,,IT,System Administrator,796196,Satisfactory,No
00-35231795,Pranay,Khatri,Female,Bihar,Bhagalpur,Bachelor,11/8/1980,2/27/2017,,Operations,Logistics Coordinator,481242,Satisfactory,No
00-21760471,Madhup,Varma,Male,Maharashtra,Nagpur,Bachelor,1/19/1988,8/2/2022,,Operations,Logistics Coordinator,523867,Satisfactory,No
00-60855083,Ela,Ram,Male,Maharashtra,Mumbai,Bachelor,12/20/1990,7/12/2024,,Customer Service,Support Specialist,414128,Good,Yes
00-63350270,Kiaan,Vaidya,Male,Maharashtra,Mumbai,Master,5/6/1970,1/14/2020,,Customer Service,Customer Service Manager,842495,Satisfactory,No
00-40129718,Vaibhav,Gopal,Male,Rajasthan,Jaipur,Bachelor,9/8/1976,1/18/2017,,Sales,Sales Specialist,469452,Satisfactory,Yes
00-88874493,Manikya,Bath,Female,Maharashtra,Mumbai,Bachelor,2/21/1999,9/15/2021,,Operations,Inventory Specialist,352475,Good,No
00-94437041,Indranil,Batra,Male,Maharashtra,Nagpur,Bachelor,7/4/2000,8/13/2023,,IT,System Administrator,591021,Good,Yes
00-17067675,Ishita,Bakshi,Female,Madhya Pradesh,Gwalior,Bachelor,3/5/1981,4/2/2021,,Operations,Logistics Coordinator,499148,Excellent,No
00-13891393,Eshani,Datta,Male,Rajasthan,Udaipur,Bachelor,7/15/2000,6/14/2022,,Operations,Logistics Coordinator,394187,Good,No
00-81439530,Ritvik,Bobal,Female,Maharashtra,Nagpur,Bachelor,9/22/1986,11/9/2020,,Marketing,SEO Specialist,496981,Excellent,No
00-40584869,Ranbir,Virk,Female,Maharashtra,Nagpur,Bachelor,4/3/1976,11/30/2020,,Marketing,SEO Specialist,599734,Good,No
00-55685117,Manikya,Jayaraman,Female,Maharashtra,Mumbai,Bachelor,5/2/1975,4/24/2017,,Sales,Sales Representative,401768,Satisfactory,Yes
00-82518184,Elakshi,Bandi,Female,Maharashtra,Mumbai,High School,8/5/1971,3/25/2020,,Marketing,Content Creator,335730,Satisfactory,No
00-48991508,Divij,Rao,Male,Madhya Pradesh,Bhopal,Bachelor,12/30/1969,1/19/2023,,Operations,Logistics Coordinator,496580,Satisfactory,No
00-49568600,Neysa,Srinivas,Male,Maharashtra,Mumbai,High School,8/10/1969,10/13/2018,,Operations,Inventory Specialist,346326,Needs Improvement,No
00-79350676,Seher,Chakrabarti,Male,Maharashtra,Nagpur,High School,4/25/1985,4/15/2017,,Customer Service,Help Desk Technician,422192,Satisfactory,Yes
00-71447718,Anaya,Kakar,Male,Maharashtra,Nagpur,Bachelor,9/6/1996,11/22/2020,,IT,Software Developer,740050,Satisfactory,No
00-85301514,Miraan,Anand,Female,Maharashtra,Mumbai,Bachelor,9/25/1989,10/21/2024,,Finance,Financial Analyst,790457,Good,No
00-75804038,Kiaan,Ramachandran,Male,Madhya Pradesh,Indore,Bachelor,6/13/1993,9/17/2018,,HR,Recruiter,415988,Satisfactory,No
00-56778834,Darshit,Som,Female,Madhya Pradesh,Bhopal,Bachelor,6/26/1992,2/6/2022,,Customer Service,Customer Service Representative,258359,Good,Yes
00-24919894,Vardaniya,Chakraborty,Male,Maharashtra,Mumbai,Bachelor,2/13/2002,7/14/2023,,Customer Service,Customer Service Representative,311889,Excellent,Yes
00-29254771,Vanya,Kashyap,Male,Maharashtra,Nagpur,Bachelor,10/25/2003,7/21/2016,,Operations,Logistics Coordinator,575632,Satisfactory,No
00-72110699,Tushar,Sengupta,Male,Maharashtra,Mumbai,High School,4/16/1977,3/7/2022,,Customer Service,Support Specialist,235676,Excellent,No
00-98929256,Hazel,Chander,Female,Maharashtra,Nagpur,Master,8/9/2002,3/31/2023,,HR,HR Manager,863767,Good,No
00-28476277,Aayush,Gaba,Female,Maharashtra,Nagpur,Bachelor,12/18/1985,11/8/2017,,Customer Service,Support Specialist,378835,Satisfactory,No
00-95805091,Tiya,Deshpande,Female,Maharashtra,Nagpur,Bachelor,11/11/1980,7/6/2021,,Sales,Sales Representative,247613,Good,No
00-72024978,Akarsh,Krishna,Male,Maharashtra,Pune,High School,2/19/1975,7/3/2015,,Operations,Inventory Specialist,256714,Good,No
00-87926745,Bhavin,Hegde,Male,Maharashtra,Pune,Bachelor,12/7/1995,2/19/2020,,Operations,Logistics Coordinator,520882,Needs Improvement,Yes
00-23271654,Badal,Keer,Male,Rajasthan,Jaipur,Bachelor,4/1/1978,2/26/2023,,Sales,Sales Representative,594730,Good,No
00-76617592,Hansh,Dara,Female,Maharashtra,Mumbai,Bachelor,7/7/1983,11/10/2022,,Marketing,SEO Specialist,566438,Satisfactory,No
00-62508472,Tushar,Mangat,Male,Bihar,Gaya,Bachelor,12/13/2000,10/12/2024,,Sales,Sales Representative,391814,Good,No
00-34457853,Anahi,Das,Male,Bihar,Gaya,High School,11/26/2000,6/15/2022,,Customer Service,Customer Service Representative,230662,Good,No
00-38174991,Rhea,Bhakta,Female,Maharashtra,Mumbai,Bachelor,7/8/1982,9/17/2020,,Customer Service,Support Specialist,398245,Needs Improvement,Yes
00-68306519,Ishaan,Reddy,Female,Madhya Pradesh,Gwalior,Bachelor,2/27/1973,8/9/2023,,Customer Service,Help Desk Technician,462100,Good,No
00-20994583,Arnav,Bandi,Female,Maharashtra,Pune,Bachelor,8/18/1978,12/24/2020,,Sales,Sales Representative,521345,Good,No
00-82312564,Himmat,Acharya,Male,Maharashtra,Mumbai,Master,7/19/1990,4/14/2016,,HR,HR Coordinator,344958,Good,No
00-11524245,Eva,Sura,Male,Maharashtra,Pune,High School,10/16/1987,6/28/2023,,Customer Service,Support Specialist,363772,Satisfactory,No
00-92838528,Tanya,Hora,Female,Bihar,Gaya,Bachelor,11/29/1992,7/20/2022,,Customer Service,Support Specialist,337987,Good,No
00-94594084,Samaira,Jaggi,Female,Maharashtra,Mumbai,Bachelor,8/2/1989,11/20/2023,,Operations,Logistics Coordinator,503287,Needs Improvement,Yes
00-72815282,Anahita,Sabharwal,Male,Maharashtra,Mumbai,Bachelor,1/28/1998,12/10/2020,,Sales,Sales Representative,469545,Good,Yes
00-29838314,Sumer,Srivastava,Male,Maharashtra,Mumbai,High School,5/7/1968,8/9/2020,,Marketing,Content Creator,573367,Satisfactory,No
00-88544364,Saanvi,Toor,Male,Rajasthan,Jaipur,Bachelor,3/9/1963,9/30/2017,,IT,Software Developer,501905,Good,No
00-94289287,Suhana,Dass,Female,Maharashtra,Mumbai,Bachelor,4/2/1966,7/10/2023,,Customer Service,Customer Service Representative,426157,Good,No
00-77725267,Yuvraj ,Chacko,Female,Maharashtra,Mumbai,High School,7/2/1967,7/2/2020,,Marketing,Content Creator,495835,Excellent,No
00-72368219,Charvi,Bhatnagar,Male,Bihar,Patna,Bachelor,10/17/1996,10/20/2024,,Operations,Logistics Coordinator,569294,Excellent,No
00-99783064,Lagan,Bansal,Female,Maharashtra,Nagpur,Bachelor,3/23/1990,8/7/2018,,Operations,Logistics Coordinator,332754,Satisfactory,Yes
00-62957459,Tushar,Upadhyay,Male,Maharashtra,Pune,Bachelor,1/25/1970,4/19/2015,,IT,Software Developer,774902,Excellent,No
00-26355844,Lavanya,Zacharia,Male,Madhya Pradesh,Indore,Master,6/9/1993,5/30/2020,,IT,Software Developer,903698,Good,No
00-11400593,Uthkarsh,Doctor,Male,Maharashtra,Pune,Bachelor,10/8/1981,5/16/2017,,Sales,Sales Consultant,373112,Satisfactory,No
00-86974571,Saksham,Kohli,Female,Maharashtra,Pune,Master,4/20/1984,3/13/2024,,IT,Software Developer,1162251,Satisfactory,Yes
00-96747374,Advik,Chokshi,Male,Gujarat,Ahmedabad,Bachelor,8/22/1985,6/8/2023,,Operations,Operations Analyst,690632,Satisfactory,No
00-42661791,Navya,Sheth,Male,Madhya Pradesh,Indore,Bachelor,4/4/1980,2/23/2022,,Sales,Sales Representative,511788,Good,No
00-17928349,Kiara,Subramanian,Male,Maharashtra,Mumbai,High School,12/28/1966,10/4/2022,,Operations,Inventory Specialist,261904,Good,No
00-81808026,Hiran,Sachar,Female,Maharashtra,Mumbai,Bachelor,8/10/1993,10/16/2023,,Sales,Sales Representative,382543,Good,No
00-26511054,Vivaan,Das,Male,Maharashtra,Nagpur,High School,10/3/1990,2/21/2015,,Customer Service,Support Specialist,232954,Satisfactory,Yes
00-28203817,Manikya,Zacharia,Female,Maharashtra,Nagpur,Master,4/27/1983,6/9/2017,,IT,Software Developer,1091586,Good,No
00-37727245,Aradhya,Iyengar,Male,Madhya Pradesh,Bhopal,Bachelor,10/28/1965,6/19/2019,,Finance,Accountant,616725,Satisfactory,No
00-81260169,Anahita,Grewal,Female,Tamil Nadu,Madurai,Bachelor,2/22/1986,11/18/2020,,Sales,Sales Representative,249456,Excellent,No
00-63963175,Anahi,Bhattacharyya,Female,Maharashtra,Nagpur,Master,4/20/1983,6/1/2017,,Sales,Sales Specialist,450966,Satisfactory,Yes
00-39129670,Baiju,Das,Female,Maharashtra,Mumbai,Master,7/24/1982,12/11/2022,,Sales,Sales Consultant,409119,Needs Improvement,Yes
00-90474782,Navya,Bedi,Female,Maharashtra,Nagpur,Bachelor,5/31/1977,4/18/2019,,Operations,Logistics Coordinator,354948,Excellent,No
00-57409708,Baiju,Gill,Male,Maharashtra,Nagpur,Bachelor,7/12/1966,6/19/2017,,Finance,Accountant,538063,Satisfactory,Yes
00-10954878,Veer,Wali,Female,Madhya Pradesh,Bhopal,Master,1/1/1994,8/26/2021,,Sales,Sales Specialist,498610,Good,No
00-67740709,Adah,Barad,Female,Maharashtra,Nagpur,Bachelor,7/5/1999,8/6/2016,,Sales,Sales Specialist,342419,Excellent,Yes
00-70446666,Sumer,Tara,Male,Madhya Pradesh,Gwalior,Master,8/6/1998,7/6/2022,,IT,Software Developer,937874,Satisfactory,No
00-54870630,Anvi,Bahri,Male,Maharashtra,Nagpur,PhD,7/11/1989,12/6/2023,,Sales,Sales Specialist,484841,Good,Yes
00-88488268,Anvi,Bandi,Male,Maharashtra,Pune,Bachelor,10/6/1976,5/9/2019,,Sales,Sales Representative,396945,Good,No
00-56535615,Kartik,Dubey,Female,Rajasthan,Udaipur,Bachelor,8/22/1998,12/2/2023,,Customer Service,Customer Service Representative,223343,Excellent,No
00-60980034,Ivan,Ahluwalia,Female,Madhya Pradesh,Gwalior,Master,1/9/1984,12/28/2017,,Sales,Sales Specialist,590931,Good,No
00-92335103,Hunar,Sharma,Female,Maharashtra,Mumbai,Master,7/12/1971,9/16/2015,,IT,System Administrator,911084,Needs Improvement,No
00-78190403,Purab,Balan,Female,Maharashtra,Nagpur,Bachelor,4/3/1971,1/10/2024,,IT,System Administrator,437221,Satisfactory,Yes
00-34388806,Madhav,Rau,Female,Bihar,Gaya,PhD,12/24/1987,7/9/2019,,Sales,Sales Consultant,643056,Good,Yes
00-89792619,Anay,Kapur,Male,Maharashtra,Mumbai,Master,1/14/1992,5/27/2019,,Sales,Sales Consultant,630859,Satisfactory,Yes
00-65010375,Yasmin,Ramesh,Male,Gujarat,Surat,Bachelor,3/9/1982,6/17/2015,,Operations,Logistics Coordinator,549502,Satisfactory,No
00-33768506,Misha,Gade,Female,Maharashtra,Nagpur,Bachelor,1/4/1989,4/13/2020,,Operations,Logistics Coordinator,450996,Good,No
00-44210410,Baiju,Suresh,Male,Madhya Pradesh,Gwalior,PhD,7/8/1963,7/8/2017,,Sales,Sales Specialist,548817,Satisfactory,No
00-65325710,Gatik,Wagle,Female,Maharashtra,Nagpur,Bachelor,1/15/1994,6/9/2016,,IT,IT Support Specialist,323905,Good,No
00-71985395,Aradhya,Kalita,Male,Gujarat,Ahmedabad,Bachelor,6/30/1989,10/5/2024,,Operations,Operations Analyst,650387,Good,Yes
00-37479430,Armaan,Sama,Male,Maharashtra,Nagpur,PhD,8/24/1963,10/11/2018,,Sales,Sales Manager,984536,Good,Yes
00-64974875,Samiha,Shere,Female,Maharashtra,Pune,Master,12/2/1983,7/26/2023,,Operations,Operations Analyst,544863,Good,Yes
00-26702017,Darshit,Bose,Male,Maharashtra,Nagpur,Bachelor,9/8/1979,12/6/2015,,Sales,Sales Representative,340409,Good,No
00-83398701,Uthkarsh,Gandhi,Male,Maharashtra,Mumbai,Bachelor,8/14/1997,8/29/2015,,Operations,Operations Analyst,812120,Good,No
00-11110324,Advika,Setty,Female,Maharashtra,Nagpur,Bachelor,10/14/1993,9/21/2017,,Sales,Sales Representative,367504,Good,No
00-37988506,Priyansh,Bora,Female,Maharashtra,Nagpur,High School,6/5/1977,2/21/2019,,Customer Service,Support Specialist,403589,Good,No
00-23750417,Kiaan,Batra,Female,Maharashtra,Pune,PhD,10/31/1986,8/13/2017,,Sales,Sales Consultant,461445,Satisfactory,No
00-46317732,Raghav,Hegde,Male,Maharashtra,Mumbai,Bachelor,3/11/1999,3/22/2019,,Marketing,Marketing Coordinator,659353,Good,Yes
00-87713623,Azad,Doshi,Female,Maharashtra,Nagpur,High School,1/13/1991,1/5/2017,,Marketing,SEO Specialist,478202,Good,No
00-38375588,Himmat,Chatterjee,Female,Karnataka,Mysuru,High School,3/6/1994,6/1/2024,,Operations,Inventory Specialist,217655,Needs Improvement,No
00-87193004,Kartik,Joshi,Female,Maharashtra,Mumbai,Bachelor,6/22/1979,10/19/2023,,Sales,Sales Representative,258310,Good,No
00-63973235,Indrajit,Kala,Female,Tamil Nadu,Coimbatore,Master,6/29/1982,7/19/2017,,IT,Software Developer,810430,Satisfactory,No
00-91444950,Onkar,Cheema,Male,Maharashtra,Mumbai,Bachelor,12/17/1977,1/1/2021,,Operations,Operations Analyst,795376,Excellent,No
00-86459518,Chirag,Bumb,Male,Maharashtra,Pune,Bachelor,4/22/1999,11/9/2017,,Operations,Inventory Specialist,331942,Satisfactory,Yes
00-47342004,Prerak,Seth,Male,Maharashtra,Nagpur,High School,2/17/1984,6/25/2024,,IT,IT Support Specialist,253074,Satisfactory,Yes
00-46188108,Chirag,Choudhary,Male,Maharashtra,Nagpur,Bachelor,10/9/1981,6/20/2023,,IT,IT Support Specialist,276320,Excellent,No
00-41826980,Ivan,Samra,Female,Gujarat,Surat,High School,10/25/1996,6/29/2023,,Operations,Inventory Specialist,253026,Good,No
00-70891160,Dhanush,Sami,Male,Maharashtra,Nagpur,Bachelor,4/7/1988,6/17/2017,,Operations,Operations Analyst,487217,Good,No
00-70869451,Shlok,Randhawa,Female,Maharashtra,Pune,High School,10/23/1999,9/22/2017,,Customer Service,Support Specialist,314553,Satisfactory,No
